LSOA_CODE,LSOA_NAME,LAD_CODE,LAD_NAME,ONS_Pop_Total_2024,ONS_Pop_0to17,ONS_Pop_18to64,ONS_Pop_65plus,ONS_Pop_18plus,Pct_18plus,Pct_65plus,Pct_0to17,Pct_18to64,GP_Registered_Patients,GP_Registration_Rate_Pct,Registration_Gap_Est,List_Inflation_Est
E01032994,North Kesteven 003H,E07000139,North Kesteven,1536,302,937,297,1234,80.33854166666666,19.3359375,19.661458333333336,61.002604166666664,1472,95.83333333333334,64,0
E01026067,East Lindsey 011D,E07000137,East Lindsey,1894,256,1173,465,1638,86.48363252375924,24.551214361140445,13.51636747624076,61.932418162618795,1736,91.65786694825766,158,0
E01032993,North Kesteven 013D,E07000139,North Kesteven,2499,535,1497,467,1964,78.59143657462985,18.687474989995998,21.408563425370147,59.903961584633855,2449,97.99919967987195,50,0
E01026066,East Lindsey 011C,E07000137,East Lindsey,2356,379,1220,757,1977,83.91341256366724,32.130730050933785,16.086587436332767,51.782682512733444,2613,110.90831918505941,0,257
E01032992,North Kesteven 014F,E07000139,North Kesteven,1452,248,812,392,1204,82.92011019283747,26.997245179063363,17.079889807162534,55.9228650137741,1617,111.36363636363636,0,165
E01026123,Lincoln 004B,E07000138,Lincoln,2701,694,1776,231,2007,74.30581266197704,8.552388004442799,25.694187338022957,65.75342465753424,2917,107.99703813402444,0,216
E01032991,North Kesteven 014E,E07000139,North Kesteven,2304,528,1387,389,1776,77.08333333333334,16.883680555555554,22.916666666666664,60.19965277777778,2348,101.90972222222223,0,44
E01026122,Lincoln 004A,E07000138,Lincoln,2188,277,1724,187,1911,87.3400365630713,8.546617915904935,12.6599634369287,78.79341864716636,2282,104.29616087751373,0,94
E01026121,East Lindsey 007C,E07000137,East Lindsey,2705,473,1475,757,2232,82.51386321626617,27.985212569316083,17.486136783733826,54.5286506469501,2896,107.06099815157117,0,191
E01026120,East Lindsey 016G,E07000137,East Lindsey,1458,225,732,501,1233,84.5679012345679,34.36213991769547,15.432098765432098,50.20576131687243,1524,104.5267489711934,0,66
E01026127,Lincoln 007A,E07000138,Lincoln,1392,330,851,211,1062,76.29310344827587,15.158045977011495,23.70689655172414,61.13505747126437,1417,101.79597701149426,0,25
E01026126,Lincoln 004D,E07000138,Lincoln,2100,300,1607,193,1800,85.71428571428571,9.19047619047619,14.285714285714285,76.52380952380953,2335,111.19047619047619,0,235
E01026125,Lincoln 003A,E07000138,Lincoln,1343,205,971,167,1138,84.73566641846611,12.434847356664184,15.26433358153388,72.30081906180193,1315,97.9151154132539,28,0
E01032683,West Lindsey 001G,E07000142,West Lindsey,2282,359,1202,721,1923,84.26818580192813,31.595092024539877,15.731814198071866,52.67309377738826,45,1.971954425942156,2237,0
E01026124,Lincoln 004C,E07000138,Lincoln,1994,361,1507,126,1633,81.89568706118355,6.318956870611836,18.10431293881645,75.57673019057172,2117,106.16850551654964,0,123
E01026115,East Lindsey 012C,E07000137,East Lindsey,1699,228,867,604,1471,86.58034137728076,35.5503237198352,13.419658622719247,51.03001765744556,1780,104.76751030017657,0,81
E01026114,East Lindsey 014D,E07000137,East Lindsey,1735,300,1070,365,1435,82.70893371757924,21.037463976945244,17.29106628242075,61.67146974063401,1915,110.37463976945246,0,180
E01026113,East Lindsey 008D,E07000137,East Lindsey,1986,203,1017,766,1783,89.77844914400805,38.56998992950655,10.221550855991945,51.20845921450151,2117,106.59617321248743,0,131
E01026112,East Lindsey 017D,E07000137,East Lindsey,1284,319,707,258,965,75.15576323987538,20.093457943925234,24.84423676012461,55.06230529595015,1292,100.62305295950156,0,8
E01026119,East Lindsey 016F,E07000137,East Lindsey,1100,136,435,529,964,87.63636363636364,48.090909090909086,12.363636363636363,39.54545454545455,1169,106.27272727272728,0,69
E01026118,East Lindsey 016E,E07000137,East Lindsey,1873,239,833,801,1634,87.23972237052855,42.765616657768284,12.760277629471437,44.47410571276028,1994,106.46022423918846,0,121
E01026117,East Lindsey 008E,E07000137,East Lindsey,1927,203,944,780,1724,89.46549039958485,40.47742605085625,10.534509600415152,48.98806434872859,1987,103.11364815775816,0,60
E01026116,East Lindsey 012D,E07000137,East Lindsey,1661,250,980,431,1411,84.94882600842865,25.948223961468997,15.051173991571343,59.00060204695966,1695,102.04695966285371,0,34
E01026107,East Lindsey 001G,E07000137,East Lindsey,1362,256,774,332,1106,81.20411160058737,24.375917767988252,18.79588839941263,56.82819383259912,1130,82.96622613803231,232,0
E01026106,East Lindsey 001F,E07000137,East Lindsey,1418,242,724,452,1176,82.93370944992948,31.875881523272216,17.066290550070523,51.05782792665726,1003,70.73342736248237,415,0
E01026105,East Lindsey 009D,E07000137,East Lindsey,2221,293,1148,780,1928,86.80774425934263,35.119315623592975,13.19225574065736,51.68842863574966,2321,104.5024763619991,0,100
E01026104,East Lindsey 006B,E07000137,East Lindsey,2072,209,733,1130,1863,89.91312741312741,54.536679536679536,10.086872586872587,35.37644787644788,2206,106.46718146718146,0,134
E01026111,East Lindsey 017C,E07000137,East Lindsey,1528,203,808,517,1325,86.71465968586386,33.83507853403142,13.285340314136127,52.879581151832454,1520,99.47643979057592,8,0
E01026110,East Lindsey 017B,E07000137,East Lindsey,1483,177,731,575,1306,88.06473364801079,38.77275792312879,11.935266351989211,49.291975724882,1435,96.76331759946055,48,0
E01026109,East Lindsey 006C,E07000137,East Lindsey,1993,136,837,1020,1857,93.176116407426,51.17912694430507,6.82388359257401,41.99698946312092,2001,100.40140491721023,0,8
E01026108,East Lindsey 003G,E07000137,East Lindsey,2556,547,1547,462,2009,78.59937402190923,18.07511737089202,21.40062597809077,60.52425665101722,2552,99.8435054773083,4,0
E01026099,East Lindsey 005D,E07000137,East Lindsey,1995,237,987,771,1758,88.1203007518797,38.64661654135338,11.879699248120302,49.473684210526315,2153,107.91979949874685,0,158
E01026098,East Lindsey 018C,E07000137,East Lindsey,2100,334,1089,677,1766,84.0952380952381,32.23809523809524,15.904761904761905,51.857142857142854,2179,103.76190476190476,0,79
E01026097,East Lindsey 015D,E07000137,East Lindsey,1497,212,770,515,1285,85.83834335337342,34.40213760855043,14.161656646626586,51.436205744822985,1534,102.47160988643955,0,37
E01026096,East Lindsey 015C,E07000137,East Lindsey,1469,234,819,416,1235,84.070796460177,28.31858407079646,15.929203539823009,55.75221238938053,1514,103.0633083730429,0,45
E01026103,East Lindsey 006A,E07000137,East Lindsey,1986,184,730,1072,1802,90.73514602215509,53.977844914400805,9.264853977844915,36.75730110775428,1942,97.78449144008057,44,0
E01026102,East Lindsey 018D,E07000137,East Lindsey,2365,332,1283,750,2033,85.96194503171247,31.712473572938688,14.038054968287527,54.249471458773776,2489,105.24312896405921,0,124
E01026101,East Lindsey 013F,E07000137,East Lindsey,1375,293,740,342,1082,78.69090909090909,24.87272727272727,21.30909090909091,53.81818181818182,1376,100.07272727272726,0,1
E01026100,East Lindsey 013E,E07000137,East Lindsey,1859,404,1014,441,1455,78.26788596019365,23.722431414739106,21.732114039806348,54.54545454545454,1900,102.20548682087143,0,41
E01026158,Lincoln 009B,E07000138,Lincoln,1401,196,724,481,1205,86.00999286224126,34.33261955745896,13.990007137758745,51.67737330478231,1386,98.92933618843684,15,0
E01026157,Lincoln 002C,E07000138,Lincoln,1484,321,784,379,1163,78.36927223719677,25.539083557951482,21.630727762803232,52.83018867924528,1533,103.30188679245282,0,49
E01026156,Lincoln 004G,E07000138,Lincoln,1317,339,835,143,978,74.25968109339408,10.858010630220196,25.740318906605925,63.40167046317388,1353,102.73348519362186,0,36
E01026155,Lincoln 002B,E07000138,Lincoln,1766,342,1084,340,1424,80.63420158550396,19.25254813137033,19.365798414496034,61.381653454133634,1733,98.13137032842583,33,0
E01026162,Lincoln 009E,E07000138,Lincoln,1484,265,812,407,1219,82.14285714285714,27.425876010781668,17.857142857142858,54.71698113207547,1551,104.51482479784366,0,67
E01026161,Lincoln 010A,E07000138,Lincoln,1384,286,830,268,1098,79.33526011560693,19.36416184971098,20.664739884393065,59.97109826589595,1492,107.80346820809248,0,108
E01026160,Lincoln 009D,E07000138,Lincoln,1369,201,844,324,1168,85.31775018261504,23.66691015339664,14.682249817384951,61.650840029218415,1303,95.17896274653032,66,0
E01026159,Lincoln 009C,E07000138,Lincoln,1441,289,889,263,1152,79.94448299791812,18.25121443442054,20.05551700208189,61.69326856349757,1497,103.88619014573213,0,56
E01026150,Lincoln 001B,E07000138,Lincoln,1803,416,1119,268,1387,76.92734331669439,14.864115363283418,23.0726566833056,62.06322795341098,1762,97.72601220188575,41,0
E01026149,Lincoln 001A,E07000138,Lincoln,1674,359,1006,309,1315,78.55436081242533,18.45878136200717,21.44563918757467,60.09557945041816,1766,105.49581839904421,0,92
E01026148,Lincoln 003D,E07000138,Lincoln,1891,224,1362,305,1667,88.1544156530936,16.129032258064516,11.8455843469064,72.02538339502908,1874,99.10100475938657,17,0
E01026147,Lincoln 003C,E07000138,Lincoln,2532,461,1587,484,2071,81.79304897314375,19.11532385466035,18.206951026856242,62.67772511848341,2520,99.52606635071089,12,0
E01026154,Lincoln 004F,E07000138,Lincoln,1383,344,847,192,1039,75.12653651482285,13.882863340563992,24.87346348517715,61.24367317425886,1462,105.7122198120029,0,79
E01026153,Lincoln 002A,E07000138,Lincoln,2611,493,1590,528,2118,81.118345461509,20.222137112217542,18.881654538491,60.896208349291456,2676,102.48946763692072,0,65
E01026152,Lincoln 004E,E07000138,Lincoln,1640,498,1007,135,1142,69.6341463414634,8.231707317073171,30.365853658536583,61.40243902439024,1630,99.39024390243902,10,0
E01026151,Lincoln 003E,E07000138,Lincoln,2147,400,1303,444,1747,81.36935258500233,20.680018630647414,18.63064741499767,60.68933395435492,2049,95.43549138332557,98,0
E01026141,Lincoln 011E,E07000138,Lincoln,1483,337,903,243,1146,77.2757923128793,16.38570465273095,22.7242076871207,60.89008766014835,1622,109.37289278489548,0,139
E01026140,Lincoln 011D,E07000138,Lincoln,1315,290,831,194,1025,77.9467680608365,14.752851711026615,22.0532319391635,63.19391634980989,1343,102.12927756653994,0,28
E01026139,Lincoln 011C,E07000138,Lincoln,1318,263,766,289,1055,80.04552352048559,21.927162367223065,19.954476479514415,58.11836115326252,1287,97.64795144157816,31,0
E01034698,South Holland 006I,E07000140,South Holland,1789,520,1133,136,1269,70.93348239239799,7.602012297372834,29.06651760760201,63.33147009502515,1736,97.0374510899944,53,0
E01026138,Lincoln 011B,E07000138,Lincoln,1387,253,766,368,1134,81.75919250180245,26.532083633741887,18.240807498197547,55.22710886806056,1453,104.75847152126893,0,66
E01034697,South Holland 006H,E07000140,South Holland,1562,352,945,265,1210,77.46478873239437,16.965428937259926,22.535211267605636,60.499359795134446,1630,104.35339308578746,0,68
E01034696,North Kesteven 011G,E07000139,North Kesteven,1520,250,868,402,1270,83.55263157894737,26.44736842105263,16.447368421052634,57.10526315789474,1618,106.44736842105263,0,98
E01026146,Lincoln 005D,E07000138,Lincoln,1878,163,1546,169,1715,91.32055378061767,8.998935037273695,8.67944621938232,82.32161874334398,1737,92.49201277955271,141,0
E01034695,North Kesteven 011F,E07000139,North Kesteven,2015,575,1293,147,1440,71.46401985111662,7.295285359801489,28.53598014888337,64.16873449131513,1814,90.02481389578165,201,0
E01026145,Lincoln 005C,E07000138,Lincoln,1594,192,1220,182,1402,87.95483061480553,11.417816813048933,12.045169385194479,76.53701380175659,1418,88.95859473023839,176,0
E01026144,Lincoln 003B,E07000138,Lincoln,2159,374,1602,183,1785,82.67716535433071,8.476146364057433,17.322834645669293,74.20101899027327,2072,95.97035664659565,87,0
E01034702,South Kesteven 004G,E07000141,South Kesteven,1614,268,900,446,1346,83.39529120198264,27.63320941759603,16.60470879801735,55.762081784386616,1595,98.82280049566296,19,0
E01026142,Lincoln 011F,E07000138,Lincoln,1233,291,701,241,942,76.39902676399026,19.54582319545823,23.600973236009732,56.85320356853204,1266,102.676399026764,0,33
E01034701,South Kesteven 004F,E07000141,South Kesteven,1743,482,1172,89,1261,72.34652897303499,5.1061388410786,27.653471026965004,67.24039013195639,1724,98.90992541594952,19,0
E01026132,Lincoln 005A,E07000138,Lincoln,4192,206,3845,141,3986,95.08587786259542,3.3635496183206106,4.91412213740458,91.7223282442748,3705,88.38263358778626,487,0
E01034700,South Holland 009G,E07000140,South Holland,1366,238,752,376,1128,82.57686676427525,27.52562225475842,17.423133235724745,55.05124450951684,1619,118.52122986822839,0,253
E01026131,Lincoln 007D,E07000138,Lincoln,1365,311,760,294,1054,77.21611721611723,21.53846153846154,22.783882783882785,55.67765567765568,1509,110.54945054945055,0,144
E01034699,South Holland 009F,E07000140,South Holland,1495,378,945,172,1117,74.71571906354515,11.505016722408026,25.28428093645485,63.21070234113713,1410,94.31438127090301,85,0
E01034690,Lincoln 007F,E07000138,Lincoln,1566,297,933,336,1269,81.03448275862068,21.455938697318008,18.96551724137931,59.578544061302686,1608,102.68199233716476,0,42
E01026130,Lincoln 009A,E07000138,Lincoln,1453,263,727,463,1190,81.89951823812801,31.865106675843087,18.10048176187199,50.03441156228493,1398,96.21472814865794,55,0
E01034689,Lincoln 007E,E07000138,Lincoln,1219,305,782,132,914,74.97949138638228,10.828547990155865,25.02050861361772,64.15094339622641,1195,98.03117309269894,24,0
E01026129,Lincoln 007C,E07000138,Lincoln,1722,474,1113,135,1248,72.47386759581882,7.8397212543554,27.526132404181187,64.63414634146342,1850,107.43321718931476,0,128
E01034688,Lincoln 005F,E07000138,Lincoln,1786,81,1612,93,1705,95.46472564389697,5.207166853303471,4.535274356103024,90.2575587905935,1405,78.66741321388577,381,0
E01026137,Lincoln 011A,E07000138,Lincoln,1129,187,682,260,942,83.43666961913198,23.02922940655447,16.563330380868024,60.4074402125775,1184,104.87156775907881,0,55
E01034687,Lincoln 005E,E07000138,Lincoln,1141,72,978,91,1069,93.68974583698511,7.975460122699387,6.310254163014899,85.71428571428571,1038,90.97283085013146,103,0
E01026136,Lincoln 008C,E07000138,Lincoln,1815,318,1119,378,1497,82.47933884297521,20.826446280991735,17.520661157024794,61.65289256198348,1903,104.84848484848486,0,88
E01034694,North Kesteven 003J,E07000139,North Kesteven,1982,602,1280,100,1380,69.62663975782039,5.045408678102927,30.373360242179615,64.58123107971745,2136,107.76992936427851,0,154
E01026135,Lincoln 008B,E07000138,Lincoln,1767,310,1020,437,1457,82.45614035087719,24.731182795698924,17.543859649122805,57.72495755517827,1841,104.18788907753253,0,74
E01034693,North Kesteven 003I,E07000139,North Kesteven,2057,665,1283,109,1392,67.67136606708799,5.298979095770539,32.32863393291201,62.372386971317454,1977,96.11084103062713,80,0
E01026134,Lincoln 006A,E07000138,Lincoln,2030,277,1528,225,1753,86.35467980295567,11.083743842364532,13.645320197044336,75.27093596059113,2027,99.85221674876847,3,0
E01034692,Lincoln 008F,E07000138,Lincoln,1532,318,1089,125,1214,79.24281984334203,8.159268929503916,20.757180156657963,71.08355091383812,1579,103.06788511749347,0,47
E01026191,North Kesteven 005A,E07000139,North Kesteven,1878,355,1131,392,1523,81.09691160809372,20.873269435569757,18.903088391906284,60.22364217252396,1875,99.84025559105432,3,0
E01034691,Lincoln 008E,E07000138,Lincoln,2606,294,2232,80,2312,88.71834228702993,3.069838833461243,11.28165771297007,85.6485034535687,2415,92.67075978511127,191,0
E01026190,North Kesteven 004D,E07000139,North Kesteven,2184,524,1206,454,1660,76.007326007326,20.78754578754579,23.992673992673993,55.219780219780226,2370,108.5164835164835,0,186
E01034682,Boston 003F,E07000136,Boston,1564,378,1083,103,1186,75.83120204603581,6.585677749360613,24.168797953964194,69.24552429667519,2250,143.8618925831202,0,686
E01026189,North Kesteven 001C,E07000139,North Kesteven,1769,241,879,649,1528,86.37648388920294,36.68739400791408,13.623516110797059,49.689089881288865,1770,100.05652911249294,0,1
E01034681,Boston 003E,E07000136,Boston,1392,344,948,100,1048,75.28735632183908,7.183908045977011,24.71264367816092,68.10344827586206,1880,135.05747126436782,0,488
E01026188,North Kesteven 004C,E07000139,North Kesteven,2214,428,1322,464,1786,80.66847335140018,20.957542908762424,19.33152664859982,59.71093044263775,2136,96.4769647696477,78,0
E01034680,Boston 002G,E07000136,Boston,1558,424,987,147,1134,72.78562259306803,9.435173299101413,27.214377406931966,63.350449293966626,1863,119.57637997432606,0,305
E01026195,North Kesteven 006C,E07000139,North Kesteven,1910,283,1000,627,1627,85.18324607329842,32.82722513089006,14.81675392670157,52.35602094240838,1807,94.60732984293195,103,0
E01034679,Boston 002F,E07000136,Boston,1384,329,854,201,1055,76.22832369942196,14.523121387283236,23.771676300578033,61.70520231213873,1728,124.85549132947978,0,344
E01026194,North Kesteven 006B,E07000139,North Kesteven,2324,427,1209,688,1897,81.62650602409639,29.604130808950085,18.373493975903614,52.0223752151463,2305,99.18244406196214,19,0
E01034686,East Lindsey 012F,E07000137,East Lindsey,1793,389,1062,342,1404,78.30451756832126,19.074177356385945,21.69548243167875,59.23034021193531,1887,105.2426101505856,0,94
E01026193,North Kesteven 003C,E07000139,North Kesteven,1873,269,1197,407,1604,85.63801388147357,21.72984516817939,14.36198611852643,63.90816871329418,870,46.44954618259477,1003,0
E01034685,East Lindsey 012E,E07000137,East Lindsey,1238,103,504,631,1135,91.68012924071083,50.96930533117933,8.319870759289175,40.7108239095315,1242,100.32310177705976,0,4
E01026192,North Kesteven 006A,E07000139,North Kesteven,1224,166,695,363,1058,86.43790849673204,29.65686274509804,13.562091503267974,56.78104575163398,1207,98.61111111111111,17,0
E01034684,Boston 009F,E07000136,Boston,1600,476,945,179,1124,70.25,11.1875,29.75,59.06249999999999,1850,115.625,0,250
E01026183,North Kesteven 007B,E07000139,North Kesteven,2887,537,1569,781,2350,81.39937651541392,27.052303429165224,18.600623484586077,54.3470730862487,2908,100.72739868375476,0,21
E01034683,Boston 009E,E07000136,Boston,1456,310,783,363,1146,78.70879120879121,24.931318681318682,21.291208791208792,53.777472527472526,1585,108.8598901098901,0,129
E01026182,North Kesteven 003B,E07000139,North Kesteven,1473,241,795,437,1232,83.6388323150034,29.667345553292602,16.361167684996605,53.97148676171079,1564,106.17786829599456,0,91
E01026180,North Kesteven 007A,E07000139,North Kesteven,1495,259,851,385,1236,82.67558528428094,25.75250836120401,17.324414715719065,56.92307692307692,1495,100.0,0,0
E01026179,North Kesteven 008A,E07000139,North Kesteven,1254,224,879,151,1030,82.13716108452951,12.041467304625199,17.862838915470494,70.09569377990431,928,74.00318979266348,326,0
E01026187,North Kesteven 001B,E07000139,North Kesteven,1909,347,1294,268,1562,81.82294394971188,14.038763750654793,18.17705605028811,67.7841801990571,1782,93.34730225248822,127,0
E01026186,North Kesteven 001A,E07000139,North Kesteven,1692,293,887,512,1399,82.68321513002364,30.260047281323878,17.31678486997636,52.42316784869976,1777,105.02364066193854,0,85
E01026185,North Kesteven 004B,E07000139,North Kesteven,2544,470,1469,605,2074,81.5251572327044,23.781446540880502,18.474842767295595,57.7437106918239,2526,99.29245283018868,18,0
E01026184,North Kesteven 004A,E07000139,North Kesteven,2361,596,1630,135,1765,74.75645912748836,5.717916137229987,25.243540872511648,69.03854299025836,1454,61.584074544684455,907,0
E01026174,Lincoln 008D,E07000138,Lincoln,1588,327,1085,176,1261,79.40806045340051,11.083123425692696,20.591939546599498,68.3249370277078,1556,97.98488664987406,32,0
E01026173,Lincoln 010D,E07000138,Lincoln,1558,407,976,175,1151,73.8767650834403,11.232349165596919,26.12323491655969,62.64441591784339,1680,107.83055198973042,0,122
E01026172,Lincoln 010C,E07000138,Lincoln,1649,432,1000,217,1217,73.80230442692542,13.159490600363858,26.197695573074594,60.64281382656155,1671,101.33414190418435,0,22
E01026171,Lincoln 011H,E07000138,Lincoln,1522,187,826,509,1335,87.71353482260183,33.44283837056505,12.28646517739816,54.270696452036795,1417,93.10118265440211,105,0
